COUNTY,YEARS,STRATA,AGE GROUP,CURRENT PREVALENCE,95% CONFIDENCE INTERVAL,COUNTIES GROUPED,COMMENT
Kings,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Lake,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Lassen,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Los Angeles,2019–2020,Age groups,0–4 years,5.6,(2.3–8.8),,
Madera,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Marin,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Mariposa,2019–2020,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
Mendocino,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Merced,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Modoc,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Mono,2019–2020,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
Monterey,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Napa,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Nevada,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Orange,2019–2020,Age groups,0–4 years,2.5,(0.3–4.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Placer,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Plumas,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Riverside,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Sacramento,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
San Benito,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
San Bernardino,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
San Diego,2019–2020,Age groups,0–4 years,1.8,(0.4–3.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
San Francisco,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
San Joaquin,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
San Luis Obispo,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
San Mateo,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Santa Barbara,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Santa Clara,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Santa Cruz,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Shasta,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Sierra,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Siskiyou,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Solano,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Sonoma,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Stanislaus,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Sutter,2019–2020,Age groups,0–4 years,0.3,(0.1–0.4),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Tehama,2019–2020,Age groups,0–4 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
Trinity,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Tulare,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Tuolumne,2019–2020,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
Ventura,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Yolo,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Yuba,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
California,2019–2020,Age groups,5–17 years,8.9,(7.9–9.9),,
Alameda,2019–2020,Age groups,5–17 years,7.4,(2.9–11.8),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Alpine,2019–2020,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
Amador,2019–2020,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
Butte,2019–2020,Age groups,5–17 years,33.4,(14.5–52.3),,
Calaveras,2019–2020,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
Colusa,2019–2020,Age groups,5–17 years,15,(4.1–25.8),"Colusa, Glenn, and Tehama counties combined combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Contra Costa,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Del Norte,2019–2020,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
El Dorado,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Fresno,2019–2020,Age groups,5–17 years,11.8,(4.9–18.8),,
Glenn,2019–2020,Age groups,5–17 years,15,(4.1–25.8),"Colusa, Glenn, and Tehama counties combined combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Humboldt,2019–2020,Age groups,5–17 years,12.4,(1.4–23.3),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Imperial,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Inyo,2019–2020,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
Kern,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Kings,2019–2020,Age groups,5–17 years,18.7,(7.6–29.8),,
Lake,2019–2020,Age groups,5–17 years,14.4,(3.0–25.8),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Lassen,2019–2020,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Los Angeles,2019–2020,Age groups,5–17 years,9.3,(6.9–11.7),,
Madera,2019–2020,Age groups,5–17 years,16.7,(1.2–32.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Marin,2019–2020,Age groups,5–17 years,13.5,(4.7–22.4),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Mariposa,2019–2020,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
Mendocino,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Merced,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Modoc,2019–2020,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Mono,2019–2020,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
Monterey,2019–2020,Age groups,5–17 years,6.5,(2.5–10.6),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Napa,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Nevada,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Orange,2019–2020,Age groups,5–17 years,10.2,(6.8–13.7),,
Placer,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Plumas,2019–2020,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Riverside,2019–2020,Age groups,5–17 years,7.7,(3.1–12.2),,
Sacramento,2019–2020,Age groups,5–17 years,10.3,(4.3–16.3),,
San Benito,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
San Bernardino,2019–2020,Age groups,5–17 years,7.9,(1.9–13.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
San Diego,2019–2020,Age groups,5–17 years,7.9,(4.6–11.1),,
San Francisco,2019–2020,Age groups,5–17 years,13.3,(7.3–19.2),,
San Joaquin,2019–2020,Age groups,5–17 years,11.7,(2.8–20.6),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
San Luis Obispo,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
San Mateo,2019–2020,Age groups,5–17 years,12,(2.9–21.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Santa Barbara,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Santa Clara,2019–2020,Age groups,5–17 years,7.6,(2.0–13.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Santa Cruz,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Shasta,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Sierra,2019–2020,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Siskiyou,2019–2020,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Solano,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Sonoma,2019–2020,Age groups,5–17 years,6.7,(0.2–13.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Stanislaus,2019–2020,Age groups,5–17 years,16.7,(6.2–27.3),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Sutter,2019–2020,Age groups,5–17 years,5.6,(0.7–10.4),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Tehama,2019–2020,Age groups,5–17 years,15,(4.1–25.8),"Colusa, Glenn, and Tehama counties combined combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Trinity,2019–2020,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Tulare,2019–2020,Age groups,5–17 years,14.3,(5.4–23.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Tuolumne,2019–2020,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
Ventura,2019–2020,Age groups,5–17 years,6.5,(3.1–9.9),,
Yolo,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Yuba,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
California,2019–2020,Age groups,18–64 years,9,(8.6–9.5),,
Alameda,2019–2020,Age groups,18–64 years,7.1,(4.9–9.3),,
Alpine,2019–2020,Age groups,18–64 years,7.3,(3.8–10.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Amador,2019–2020,Age groups,18–64 years,7.3,(3.8–10.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Butte,2019–2020,Age groups,18–64 years,9.7,(5.8–13.5),,
Calaveras,2019–2020,Age groups,18–64 years,7.3,(3.8–10.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Colusa,2019–2020,Age groups,18–64 years,12.6,(7.8–17.4),"Colusa, Glenn, and Tehama counties combined combined for analysis",
Contra Costa,2019–2020,Age groups,18–64 years,10.1,(6.3–13.8),,
Del Norte,2019–2020,Age groups,18–64 years,10.9,(6.7–15.2),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",
El Dorado,2019–2020,Age groups,18–64 years,9.9,(4.9–15.0),,
Fresno,2019–2020,Age groups,18–64 years,13.3,(9.5–17.1),,
Glenn,2019–2020,Age groups,18–64 years,12.6,(7.8–17.4),"Colusa, Glenn, and Tehama counties combined combined for analysis",
Humboldt,2019–2020,Age groups,18–64 years,11,(7.4–14.7),,
Imperial,2019–2020,Age groups,18–64 years,11.5,(8.1–15.0),,
